"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30"
"21768","ENSG00000251562",90472,54746,20845,30822,18891,15914,5221,23297,32187,49242,26753,90849,23334,15993,71961,59578,21520,34320,42107,50271,16160,95492,80612,95922,39010,55772,73992,44303,17986,18852
"21769","ENSG00000144063",0,0,4,0,1,1,1,0,0,3,4,1,0,0,0,0,1,1,0,2,0,0,0,3,0,1,0,2,1,0
"21770","ENSG00000156928",219,230,60,178,150,103,19,1,106,185,143,218,0,0,4,46,0,202,171,377,1,167,212,224,281,155,140,161,107,166
"21771","ENSG00000172175",2073,1786,285,4,117,283,68,32,197,1368,554,248,5,37,74,0,0,521,1634,1499,29,91,1619,1675,651,609,961,880,436,988
"21772","ENSG00000165072",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,0,6,3,1,1,7,4,2,16
"21773","ENSG00000204706",5,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,4,0,0,3,0,1,0,0,6,1,2
"21774","ENSG00000177943",189,190,159,5,28,135,25,0,156,112,388,303,6,63,14,0,1,222,202,233,1,151,209,110,25,190,229,134,153,78
"21775","ENSG00000161021",2804,3417,2380,183,167,654,311,133,1399,2701,2351,1628,76,76,197,28,0,2346,1971,3392,134,1940,2626,4405,1130,3288,3957,2190,2109,3297
"21776","ENSG00000184384",2214,1815,728,263,243,635,139,15,460,1536,887,403,127,124,230,518,325,1081,1731,1733,545,797,1662,2442,1261,1676,1506,1342,578,755
"21777","ENSG00000196782",501,654,619,161,65,311,99,4,485,674,308,577,47,12,113,12,2,695,465,1001,0,500,574,1710,506,983,1288,660,386,488
"21778","ENSG00000013619",83,98,54,0,0,32,4,1,26,51,71,8,88,74,9,0,0,137,67,62,0,10,67,24,32,52,138,42,71,51
"21779","ENSG00000176909",19,25,0,5,2,34,4,1,16,18,35,8,4,0,20,28,0,65,17,14,1,2,18,9,4,42,29,34,18,0
"21780","ENSG00000111885",1095,1239,403,46,56,173,75,308,373,1043,476,406,9,114,369,43,3,465,850,2066,10,214,1180,2814,2035,800,874,849,301,443
"21781","ENSG00000198162",1345,923,264,169,77,203,31,15,187,601,538,399,104,237,274,1669,1004,475,1046,900,0,517,1281,842,316,446,673,547,175,441
"21782","ENSG00000177239",3679,3234,2308,1012,1258,2663,627,238,1588,3367,1702,2257,153,180,121,50,24,3111,1734,1980,0,1247,2268,1382,881,2473,2491,1777,1747,3734
"21783","ENSG00000117643",684,489,163,16,300,361,46,362,218,461,543,315,11,96,23,67,311,844,584,274,0,1180,419,284,128,468,538,281,247,373
"21784","ENSG00000112893",1583,1666,217,87,67,271,34,32,171,854,835,289,15,106,89,50,181,414,1510,1231,387,483,1596,1305,400,482,682,627,211,340
"21785","ENSG00000196547",9035,8257,3133,473,534,3398,794,149,4056,6041,4533,3377,222,529,375,348,3,5466,4704,6027,296,3963,7498,12142,5251,8926,14812,7195,6366,9080
"21786","ENSG00000104774",4358,3596,5938,3443,3559,3063,1145,161,3683,5155,3058,5696,190,247,320,100,238,7696,3025,6879,841,7881,4481,3352,1693,3665,6310,3824,3304,8427
"21787","ENSG00000013288",3359,4059,3249,360,290,2052,732,155,2231,4659,2647,1867,229,539,204,169,18,5588,2831,3825,149,5729,3451,3418,1793,4225,5531,3167,3418,4429
"21788","ENSG00000140400",4729,5121,4665,868,1367,3936,912,419,2541,3552,4489,3979,267,461,329,92,185,5206,4545,5327,628,2274,4119,4088,1089,4111,7640,4841,4778,6993
"21789","ENSG00000109323",2520,2239,1090,202,168,903,246,0,883,2794,860,518,5,31,43,0,0,1103,1346,3432,42,774,2348,3066,1358,1762,2493,1270,612,1546
"21790","ENSG00000101363",275,235,189,23,119,176,53,1,183,262,169,166,0,38,5,0,0,177,158,245,0,343,145,148,273,120,243,134,112,381
"21791","ENSG00000172469",103,107,0,1,0,0,2,0,26,106,46,0,1,0,0,0,0,12,87,222,0,0,164,136,39,35,45,50,15,42
"21793","ENSG00000185090",34,75,32,0,1,0,0,0,23,81,28,76,0,3,9,0,0,130,71,42,0,483,81,18,9,28,67,44,21,15
"21794","ENSG00000145050",863,736,595,256,264,260,95,9,498,848,398,455,146,0,6,73,0,528,536,848,0,617,801,650,643,499,617,486,287,738
"21795","ENSG00000111261",887,586,455,85,94,1,69,3,312,954,58,257,1,1,22,14,9,103,159,1880,30,487,447,2231,428,582,880,681,488,329
"21796","ENSG00000205693",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0
"21797","ENSG00000189221",4,1,0,1,17,48,0,1,0,10,0,0,0,0,1,0,0,0,1,11,1,0,2,1,1,4,0,4,1,0
"21798","ENSG00000069535",11,13,0,0,0,0,0,0,14,7,0,23,2,1,3,0,0,3,14,48,0,0,0,50,0,8,8,7,1,16
"21799","ENSG00000212916",8,19,0,0,0,14,0,4,3,13,39,1,0,1,4,0,0,52,16,49,0,2,20,8,6,5,18,9,2,5
"21800","ENSG00000166963",258,375,173,174,383,362,31,0,107,226,259,416,15,2,160,105,1,520,404,350,0,759,178,555,166,237,605,429,193,143
"21801","ENSG00000131711",121,93,410,876,833,569,83,333902,1412,106,3901,2982,14981,120197,85371,8540,11975,453,68,56,0,525,413,336,97,165,124,95,43,59
"21802","ENSG00000101460",291,319,307,741,568,208,89,4,304,181,91,910,15,6,33,65,0,114,252,301,135,620,296,634,420,685,428,292,435,601
"21803","ENSG00000140941",6317,7289,3000,1831,962,2220,675,140,3026,8208,1648,3535,250,48,169,37,606,2224,3830,4272,1,1100,5676,10535,11320,6883,7754,4875,2990,5518
"21804","ENSG00000258102",546,687,226,363,105,173,57,13,164,504,287,446,0,5,7,93,22,174,150,208,1,27,552,1225,1619,955,959,355,261,778
"21805","ENSG00000197769",1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"21807","ENSG00000130479",620,550,1103,182,610,581,214,155,819,1163,1283,2238,84,22,153,90,22,1192,675,2146,111,1873,896,734,194,1021,966,804,707,822
"21808","ENSG00000078018",18,36,0,0,0,35,3,9,0,18,35,20,1,0,0,0,2,18,9,25,0,71,15,23,10,5,14,5,18,5
"21809","ENSG00000169032",1797,1507,719,74,75,598,153,323,523,1764,859,421,37,79,205,21,0,1905,1482,2572,0,102,1555,1763,938,860,1230,986,1091,2042
"21811","ENSG00000126934",4452,4056,4402,2805,3769,4738,1215,425,3505,8030,3248,6922,138,469,257,685,836,5906,2557,4767,237,4892,3667,3779,4431,5219,6000,3587,4512,8898
"21812","ENSG00000034152",10108,6446,6448,1848,1739,4252,1444,947,5145,11539,2590,7796,554,1821,2276,776,81,5975,3541,7512,171,6137,4877,10610,3117,10173,11526,7360,8679,9961
"21813","ENSG00000065559",1071,1317,587,130,86,104,70,1,390,1220,197,332,3,1,17,136,0,149,674,2008,0,254,937,2296,1592,751,1031,554,294,613
"21814","ENSG00000269904",52,41,65,0,1,0,4,0,2,29,31,21,1,0,1,2,0,26,19,22,0,1,40,97,65,33,60,21,9,34
"21815","ENSG00000137764",517,621,499,191,223,278,104,14,315,690,634,459,1,186,40,0,0,1301,499,575,111,989,508,363,171,585,696,413,488,545
"21816","ENSG00000108984",476,402,158,108,85,95,25,0,183,405,165,251,0,0,7,1,1,192,283,354,1,113,378,931,692,347,409,272,152,225
"21817","ENSG00000076984",2194,2011,2267,609,1337,1552,579,79,1833,2087,2103,4143,147,209,209,100,154,3793,1880,2572,46,3966,1743,2009,750,2943,3736,2302,2299,3661
"21818","ENSG00000095015",5163,5378,849,150,201,476,109,37,743,3632,2006,392,69,58,260,325,8,1546,5428,5559,317,786,4701,9169,1794,2450,4185,2692,1145,2725
"21819","ENSG00000130758",537,548,433,190,286,409,110,4,459,524,962,1481,41,149,83,307,133,1231,669,794,228,729,641,354,67,655,871,549,553,360
"21820","ENSG00000173327",5018,5347,9913,10633,10353,4468,2637,1134,7961,8916,5711,17083,468,1315,1331,2563,918,8448,4660,10305,177,14421,6133,8249,4751,12399,11140,7050,8634,8193
"21821","ENSG00000139625",911,774,506,264,195,264,96,166,296,676,798,606,8,9,19,2,0,905,824,867,95,633,1085,572,181,733,968,464,362,390
"21822","ENSG00000073803",213,220,186,418,244,148,63,2,149,189,76,109,0,15,21,58,514,72,160,164,2,497,188,178,360,135,114,188,86,88
"21823","ENSG00000006062",2072,2485,2622,294,638,1737,507,89,1436,2071,2173,2224,66,101,118,0,1029,3985,1710,1821,198,983,2009,1628,689,2754,3336,1549,1518,2701
"21825","ENSG00000180815",39,56,61,2,0,1,3,3,5,17,62,10,3,7,4,0,0,3,10,14,0,2,11,55,5,36,15,14,23,23
"21826","ENSG00000176601",1,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2
"21827","ENSG00000169967",4357,4006,682,64,176,562,95,7,582,2964,888,534,184,251,248,9,13,473,2658,3796,173,276,3490,9377,1417,2961,3050,2577,724,1808
"21828","ENSG00000198909",6985,7559,8845,6728,5196,3198,1655,206,6073,10676,4169,8937,139,751,572,2449,3113,6394,4492,7237,141,7154,5754,12267,4916,9600,14592,6386,5896,8803
"21829","ENSG00000085511",2102,1889,684,29,83,417,80,2,279,1341,603,196,3,1,18,2,11,591,1058,840,0,263,1608,1115,273,720,1093,667,540,929
"21830","ENSG00000197442",2972,2436,883,200,193,433,151,66,711,2563,707,666,118,149,168,73,50,676,1446,2376,1,358,2122,5083,2399,2106,2731,1613,763,1345
"21831","ENSG00000142733",442,198,289,50,63,223,49,4,338,356,255,498,4,43,41,49,0,482,341,590,91,554,575,222,88,246,358,253,309,229
"21832","ENSG00000135341",1050,1008,243,102,3,196,39,0,304,804,307,254,0,0,24,0,1,212,700,855,0,184,1055,1066,459,501,639,577,205,429
"21833","ENSG00000156265",971,1436,655,80,135,1114,101,63,377,1249,435,531,1,0,77,132,100,1418,1414,1980,44,1260,1222,430,1832,365,525,702,370,292
"21834","ENSG00000107968",7838,3113,819,41,178,1509,93,244,752,3217,761,368,3,52,131,40,248,849,2253,1916,185,463,3950,5305,1725,2033,2068,2502,2187,3396
"21835","ENSG00000006432",355,399,165,226,65,292,34,165,62,194,264,132,19,42,5,39,2,394,339,73,0,521,171,110,65,193,283,302,203,263
"21836","ENSG00000047849",3344,2852,3202,253,433,842,425,24,1712,3591,2572,2229,112,86,111,4,515,4787,2388,2573,643,4275,3067,2078,833,2112,3025,2005,2634,3144
"21837","ENSG00000104814",4047,4638,6635,2245,2533,5724,1368,473,3115,5445,5844,6911,85,424,149,300,239,7634,3172,2699,240,3073,3534,1837,1056,3610,5336,3421,3743,7254
"21838","ENSG00000168067",3358,3473,3083,826,1781,3705,660,287,2108,3811,2522,3766,39,160,115,456,0,4569,2770,3226,880,2933,2811,3225,1156,4220,5758,3003,3976,5930
"21839","ENSG00000011566",247,187,13,2,11,50,0,3,24,117,72,18,14,1,11,0,0,65,213,126,0,59,163,167,47,56,79,91,36,30
"21840","ENSG00000071054",8978,7791,4224,5203,4881,1759,861,572,3804,7932,3114,4255,343,482,1198,1893,1131,4380,4377,7865,300,8289,6441,18101,6440,9217,12373,7552,4088,6603
"21841","ENSG00000012983",689,697,65,12,22,204,16,0,165,498,295,118,0,6,9,0,0,134,541,512,0,392,774,582,165,310,302,298,82,202
"21842","ENSG00000171533",8,3,1,3,0,0,0,10,0,13,3,3,19,8,7,4,1,1,2,8,0,4,4,4,4,2,1,5,3,0
"21843","ENSG00000180834",30,50,2,0,32,15,12,2,57,56,16,49,0,4,4,0,1,22,39,56,0,1,55,44,26,27,49,28,25,23
"21844","ENSG00000135525",42,56,45,11,9,10,20,1,73,75,2,51,1,2,9,0,0,51,57,190,20,1,56,141,42,48,65,87,67,36
"21845","ENSG00000116871",7185,7119,8692,3336,5686,4228,1902,1259,7426,10320,6610,16563,442,884,1107,1206,84,9544,5094,11154,526,14242,7929,9951,4087,10753,13652,7186,8668,11580
"21846","ENSG00000184368",2,1,20,2,1,2,3,6,2,25,11,9,8,1,3,3,1,13,19,24,1,156,6,4,6,30,4,7,18,7
"21847","ENSG00000129680",341,178,128,18,20,91,11,7,102,194,130,70,1,1,12,54,1,89,201,295,0,1,279,139,74,100,130,129,30,32
"21848","ENSG00000164114",102,106,13,19,33,27,0,19,9,55,38,36,0,0,0,163,1,21,52,50,0,227,128,73,13,18,35,49,9,3
"21849","ENSG00000100030",5004,5384,2061,921,348,791,353,92,2038,5393,2319,1543,104,96,235,0,25,2969,3434,8447,428,1926,5200,10403,3789,3884,5514,3561,2340,3453
"21850","ENSG00000109339",14,4,2,0,2,0,0,2,1,15,0,0,1,0,4,169,0,1,11,26,0,1,3,5,4,0,6,12,0,10
"21851","ENSG00000185386",268,181,156,125,58,359,68,2,104,201,153,128,1,3,36,0,1,206,122,203,0,2,135,147,86,148,313,159,227,270
"21852","ENSG00000188130",19,7,0,1,0,1,5,30,9,22,34,37,8,2,16,3,0,126,32,64,0,0,31,16,11,40,26,47,24,48
"21853","ENSG00000156711",2674,2498,1497,518,428,1007,347,181,1320,2562,1029,1207,198,201,176,44,1,1730,1140,1359,139,679,1560,2809,889,4804,4805,3012,1330,2154
"21854","ENSG00000112062",5548,3570,1281,1057,249,459,253,114,1817,5241,1207,1318,53,79,159,0,98,1579,2242,6407,232,1594,3674,15405,5997,4573,5809,2994,1549,4299
"21855","ENSG00000181085",0,0,0,0,1,37,0,0,0,9,0,0,2,1,2,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0
"21856","ENSG00000168175",2002,2132,871,379,263,1493,270,56,806,1959,1002,702,3,10,63,2,1,1349,1743,1269,348,1742,1571,1923,1914,2353,3025,1905,1951,4723
"21857","ENSG00000102882",3172,2654,3005,1545,1597,1585,892,42,2798,3801,1145,4466,9,141,122,480,1,2453,1702,5057,569,6667,2293,4400,2892,3971,5065,3257,3072,4430
"21858","ENSG00000141639",3,1,0,2,0,2,0,4,1,0,0,2,3,3,7,1,0,0,2,2,0,3,3,4,0,0,1,5,1,1
"21859","ENSG00000069956",1951,882,75,108,10,117,21,4,127,451,213,57,20,2,16,0,0,77,605,255,0,86,903,1062,334,403,384,498,95,234
"21863","ENSG00000166484",595,738,812,119,123,395,109,4,421,828,959,571,11,17,74,57,0,1158,1019,678,0,1047,1039,813,314,935,1211,769,565,890
"21864","ENSG00000107643",745,538,139,62,49,54,31,0,115,444,148,84,2,0,21,0,0,172,578,461,0,2,691,933,257,266,380,335,199,553
"21865","ENSG00000121653",72,109,3,1,30,13,11,110,39,55,36,34,0,12,10,0,0,53,35,42,0,2,31,36,6,50,48,49,40,33
"21866","ENSG00000008735",16,30,49,2,49,2,0,23,12,25,8,7,9,28,10,0,1,14,23,26,0,4,12,10,6,17,29,20,24,14
"21867","ENSG00000138834",7505,7829,4722,434,1007,7493,890,1195,3863,4338,9284,8695,237,581,647,362,369,8054,6749,6840,540,3870,7471,6038,839,9096,10810,6439,5651,5999
"21868","ENSG00000050748",1007,941,381,109,41,230,37,10,314,1020,332,114,46,19,34,1,1,443,632,756,1,314,719,654,295,421,616,433,231,741
"21869","ENSG00000119487",1508,1166,863,126,132,581,150,4,612,1062,584,527,5,6,24,1,2,1148,1221,1483,1,2547,1332,1190,766,899,1442,757,492,978
"21870","ENSG00000162889",7982,9361,4845,1839,1878,2166,1375,220,5196,12132,3332,6088,352,674,544,542,362,6856,4494,5430,718,4131,6108,15651,11425,13098,13153,9906,11964,21841
"21871","ENSG00000114738",2208,3088,3059,489,747,880,667,33,2707,4111,1318,2816,51,33,111,558,232,4671,2247,5221,0,5324,3465,4607,4403,3915,5357,2932,3812,6061
"21872","ENSG00000089022",821,1101,225,231,53,340,29,28,261,797,347,240,0,23,21,9,1,484,792,616,1,156,997,613,339,578,744,547,377,1062
"21873","ENSG00000234608",114,87,127,0,15,64,10,0,49,78,48,35,0,0,0,0,0,91,88,186,0,0,156,97,35,65,70,62,59,158
"21874","ENSG00000224498",1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21875","ENSG00000137802",1250,1379,976,761,652,1005,192,38,579,942,1026,641,53,131,81,504,78,1241,915,720,366,1064,993,770,234,1261,1623,896,803,1216
"21876","ENSG00000101367",4936,4455,1767,238,208,1255,300,48,1826,5930,1478,1312,66,6,125,1,0,2048,2875,3583,398,2333,3964,6735,3829,3079,3819,2657,2184,4431
"21878","ENSG00000233204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0
"21879","ENSG00000166974",2619,2496,796,434,980,783,165,229,905,2614,1291,706,80,24,129,578,712,2241,1755,1990,314,317,2422,1902,853,1367,1724,1546,1192,2428
"21880","ENSG00000084764",302,201,435,135,62,79,57,0,177,253,160,339,0,78,47,0,0,243,139,379,0,395,296,384,113,203,301,183,370,140
"21881","ENSG00000186868",31,12,27,13,28,21,0,2,14,46,68,33,3,2,3,5,2,52,27,27,0,71,38,10,9,35,24,31,16,15
"21883","ENSG00000277443",3203,1088,1007,977,587,127,190,46,787,1931,388,1248,321,215,417,490,2,288,1222,6186,178,1336,1642,6894,1549,971,773,1808,892,4985
"21884","ENSG00000175130",1827,2766,1681,1379,1154,992,813,280,1842,4790,1261,3441,405,121,283,373,259,2551,1350,1971,133,3280,2465,2377,1459,4968,3165,3309,3213,2336
"21887","ENSG00000019169",159,37,144,7,48,150,18,0,134,310,42,176,6,0,28,0,0,537,46,158,57,367,41,61,52,45,52,25,40,124
"21888","ENSG00000116141",0,4,0,0,0,0,0,1,1,0,11,0,2,1,5,0,0,0,0,2,0,1,3,1,0,2,0,5,0,0
"21889","ENSG00000072518",3949,3969,5467,7555,4298,1371,1173,681,3763,6277,3358,10156,254,362,878,6011,2287,3958,2988,5212,266,8185,3672,7245,3764,7111,7367,4664,4394,4352
"21890","ENSG00000227284",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
"21891","ENSG00000253743",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1
"21892","ENSG00000229708",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21893","ENSG00000228815",1,0,0,1,0,0,0,6,0,0,0,8,0,31,0,14,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"21894","ENSG00000231897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"21896","ENSG00000250372",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"21897","ENSG00000248834",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"21901","ENSG00000075413",3682,3835,2542,1727,1913,2757,473,112,2080,4732,1496,2094,61,94,142,174,21,2007,2203,2715,313,2199,2772,4542,3863,3007,3379,2676,1175,2635
"21902","ENSG00000007047",637,794,1431,549,1129,486,222,62,1105,967,733,1615,95,95,165,473,8,1771,755,1364,0,2220,900,1113,476,946,1643,1068,1271,1585
"21904","ENSG00000247626",209,179,128,0,0,59,7,0,21,131,174,14,1,1,1,0,0,184,155,80,0,157,223,145,77,88,156,66,36,130
"21905","ENSG00000155254",132,84,256,9,145,227,12,9,211,398,96,287,14,8,21,91,35,342,141,857,0,398,219,154,30,67,189,170,188,149
"21906","ENSG00000152939",4,3,1,0,0,0,0,1,8,0,11,0,0,0,1,0,0,1,4,7,0,2,2,3,1,7,0,5,9,3
"21907","ENSG00000140832",5,1,1,24,6,2,0,0,1,2,1,1,3,2,4,0,3,4,2,2,0,1,3,1,1,4,1,6,3,2
"21908","ENSG00000130368",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"21909","ENSG00000204687",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"21910","ENSG00000230164",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"21911","ENSG00000127241",4,2,4,43,1,0,1,0,6,1,2,3,0,13,1,0,1,1,0,6,0,3,1,3,2,3,0,9,4,3
"21912","ENSG00000009724",4,0,25,1,0,7,0,0,2,3,3,10,2,39,1,1,1,29,3,3,0,1,1,8,1,5,20,6,17,4
"21913","ENSG00000105613",19,2,6,15,1,1,1,10,1,11,23,3,6,7,13,1,2,34,7,17,0,2,13,5,1,13,3,5,15,15
"21914","ENSG00000086015",662,601,561,18,135,201,109,5,332,661,390,478,13,21,34,266,0,840,547,600,112,653,758,545,153,575,720,533,580,891
"21915","ENSG00000099308",5944,6864,5038,1127,1481,1087,1129,761,4658,7907,3522,8146,316,934,1112,150,9,6353,3647,5682,207,8465,5314,7940,1887,9863,11146,6084,5166,3312
"21916","ENSG00000069020",762,943,315,321,853,1005,70,39,187,680,526,419,85,33,49,203,19,694,624,376,4,193,550,501,138,524,677,608,355,255
"21919","ENSG00000120539",1260,792,313,23,105,324,23,21,163,659,307,215,10,67,24,8,0,323,504,248,0,1,346,536,296,415,476,325,389,597
"21920","ENSG00000151224",0,0,0,1,0,1,0,3,1,0,0,1,0,0,1,0,1,2,1,1,0,0,1,0,0,0,1,1,0,1
"21921","ENSG00000168906",4376,2916,834,40,126,930,134,41,640,2812,1213,568,64,177,110,315,187,1799,3044,3602,170,1436,3922,4972,1073,2065,2737,1613,1909,2003
"21922","ENSG00000038274",1997,2010,1230,143,75,299,216,94,864,3173,950,442,3,0,55,2,18,1299,1441,3133,0,910,2171,2280,6079,1125,1370,976,1013,2074
"21923","ENSG00000007264",1986,1939,2815,552,649,395,335,112,2037,3383,2610,4068,38,197,197,94,110,5181,1762,1215,121,2926,3725,1022,347,2341,2617,2161,1847,2382
"21924","ENSG00000162510",205,82,88,0,31,536,17,1,28,111,106,15,29,0,7,1,1,78,143,17,0,0,60,85,20,144,129,96,68,85
"21925","ENSG00000186056",1277,647,347,302,96,398,81,303,193,440,508,232,954,284,38,171,5,597,421,224,208,561,480,351,144,438,602,362,811,641
"21926","ENSG00000132561",25,8,15,3,0,2,1,0,4,46,24,0,1,1,2,0,0,41,13,14,0,3,18,24,6,45,53,16,8,25
"21927","ENSG00000132031",1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,1,1,1,2,0,0,1
"21928","ENSG00000124159",1,2,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,7,0,0,3,2,6,1
"21929","ENSG00000015479",6560,6405,1623,383,277,1713,192,181,1432,6228,1900,858,120,40,83,163,61,1124,4627,4603,630,2776,5870,5943,2372,2237,3036,2856,1148,3961
"21930","ENSG00000129933",4800,5871,3458,552,502,2317,614,585,2557,5731,3495,2464,187,216,311,307,271,4747,2989,4359,160,3555,4289,6135,3024,7653,9478,4330,5115,9012
"21931","ENSG00000088888",1256,1333,2289,192,360,1031,270,20,948,1419,1239,1324,39,99,105,184,0,3733,1203,1282,0,3103,801,1191,554,2285,2743,1208,1675,1808
"21932","ENSG00000125952",5141,4581,3952,990,1676,3903,723,126,2086,5769,2257,3684,119,398,260,257,67,4704,2972,5727,451,2990,3895,5812,7713,3663,5408,3984,3491,5776
"21933","ENSG00000103495",3502,3270,3825,411,1148,2944,813,61,3076,6147,3454,4902,85,214,222,347,214,8328,3623,7131,1492,9111,4122,3243,1119,3936,5006,4056,4767,8457
"21934","ENSG00000198125",1,1,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
"21936","ENSG00000180611",177,186,7,60,10,82,2,1,62,321,127,42,1,0,1,0,0,158,45,63,0,1,143,163,78,96,221,157,170,39
"21937","ENSG00000141644",3399,3704,1895,151,300,1823,422,131,1334,3701,3131,1389,171,231,246,102,0,3953,2665,2891,72,1189,3873,3658,1962,4017,4448,2490,2305,3795
"21938","ENSG00000134046",2704,2179,1084,415,355,588,219,12,1147,3167,871,1223,43,102,85,142,1510,1091,1830,3835,418,2569,2318,4358,2951,1617,2026,1361,1139,2275
"21939","ENSG00000071655",734,935,1302,649,1015,1150,301,142,634,1193,787,2028,32,185,171,302,80,1573,666,746,36,1333,534,370,185,790,918,783,776,572
"21940","ENSG00000170948",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"21941","ENSG00000230522",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"21942","ENSG00000182315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
"21943","ENSG00000205718",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0
"21944","ENSG00000237247",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"21945","ENSG00000129071",1287,1079,556,210,110,310,129,0,384,1462,497,386,88,0,16,1,0,440,610,1738,12,437,1125,1971,851,773,1073,581,274,579
"21946","ENSG00000204406",636,518,267,87,15,74,39,45,153,317,327,195,66,66,119,148,0,340,447,305,41,480,643,627,500,599,791,508,364,345
"21947","ENSG00000166987",5090,7074,5566,3238,1607,2155,1302,763,5319,6763,6537,11233,374,1051,1515,723,107,8240,3737,7660,1141,10714,7318,15002,4761,20220,22308,11159,11898,6261
"21948","ENSG00000151332",204,266,91,0,18,75,8,13,57,135,81,27,0,0,0,0,0,99,160,228,0,1,241,195,79,88,125,103,32,108
"21949","ENSG00000242600",1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,3,0,1,2,1,1,1,1,1,1,0
"21950","ENSG00000165471",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21951","ENSG00000219430",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21952","ENSG00000214309",49,22,13,18,32,7,3,2,29,33,49,37,8,0,3,7,0,82,28,45,0,0,38,22,2,32,49,22,29,50
"21953","ENSG00000176055",77,108,2,0,0,0,1,0,17,35,73,1,2,0,1,0,2,44,114,92,0,0,122,63,13,43,64,57,22,25
"21954","ENSG00000152601",9465,9179,2165,345,383,2368,334,71,1713,7348,3897,1888,120,321,193,20,34,2463,7563,8779,375,2323,9555,12053,6998,4923,6010,4865,1572,4091
"21955","ENSG00000229619",174,102,39,1,31,42,5,3,22,66,32,81,2,1,4,0,0,28,48,84,0,67,84,68,72,73,106,62,9,40
"21956","ENSG00000139793",702,691,64,54,8,124,8,2,71,508,265,67,1,1,26,0,1,285,591,491,0,33,630,505,127,232,324,250,80,248
"21957","ENSG00000076770",975,669,241,40,24,530,13,0,175,594,398,97,0,1,18,0,0,491,711,546,197,0,821,552,193,297,440,400,125,395
"21958","ENSG00000172197",1175,837,300,50,61,298,123,0,351,1012,454,378,0,1,34,0,1,494,520,964,0,347,830,1571,992,686,1052,568,273,532
"21959","ENSG00000143797",829,636,155,974,421,46,64,4,416,822,90,336,4,3,15,3,2,43,256,1290,0,1197,563,2328,1907,847,1147,343,211,317
"21960","ENSG00000177669",10,22,0,0,2,0,7,0,9,15,7,0,0,1,0,0,0,13,0,0,0,1,11,6,0,16,16,11,9,7
